Date,Weekly_Sale,Category,Color,Material,Location
2020-04-06,10747,SANDAL,BLACK,IMSU,1
2020-04-13,10565,SANDAL,BLACK,IMSU,3
2020-04-20,11730,SANDAL,BLACK,IMSU,1
2020-04-27,11746,SANDAL,BLACK,IMSU,3
2020-05-04,12338,SANDAL,BLACK,IMSU,1
2020-05-11,11420,SANDAL,BLACK,IMSU,1
2020-05-18,10199,SANDAL,BLACK,IMSU,3
2020-05-25,12748,SANDAL,BLACK,IMSU,2
2020-06-01,11542,SANDAL,BLACK,IMSU,3
2020-06-08,10742,SANDAL,BLACK,IMSU,1
2020-06-15,11177,SANDAL,BLACK,IMSU,2
2020-06-22,9606,SANDAL,BLACK,IMSU,1
2020-06-29,11816,SANDAL,BLACK,IMSU,2
2020-07-06,13887,SANDAL,BLACK,IMSU,3
2020-07-13,9318,SANDAL,BLACK,IMSU,1
2020-07-20,12565,SANDAL,BLACK,IMSU,1
2020-07-27,11109,SANDAL,BLACK,IMSU,3
2020-08-03,11298,SANDAL,BLACK,IMSU,1
2020-08-10,10605,SANDAL,BLACK,IMSU,3
2020-08-17,11447,SANDAL,BLACK,IMSU,1
2020-08-24,10723,SANDAL,BLACK,IMSU,3
2020-08-31,10591,SANDAL,BLACK,IMSU,1
2020-09-07,12566,SANDAL,BLACK,IMSU,3
2020-09-14,10484,SANDAL,BLACK,IMSU,1
2020-09-21,9448,SANDAL,BLACK,IMSU,2
2020-09-28,11013,SANDAL,BLACK,IMSU,2
2020-10-05,10037,SANDAL,BLACK,IMSU,3
2020-10-12,8983,SANDAL,BLACK,IMSU,3
2020-10-19,10830,SANDAL,BLACK,IMSU,1
2020-10-26,8658,SANDAL,BLACK,IMSU,2
2018-02-05,41969,SANDAL,BLACK,PU,1
2018-02-12,36476,SANDAL,BLACK,PU,2
2018-02-19,37857,SANDAL,BLACK,PU,1
2018-02-26,37467,SANDAL,BLACK,PU,3
2018-03-05,40423,SANDAL,BLACK,PU,1
2018-03-12,35833,SANDAL,BLACK,PU,1
2018-03-19,36807,SANDAL,BLACK,PU,3
2018-03-26,35431,SANDAL,BLACK,PU,2
2018-04-02,38104,SANDAL,BLACK,PU,2
2018-04-09,37638,SANDAL,BLACK,PU,2
2018-04-16,36663,SANDAL,BLACK,PU,2
2018-04-23,36058,SANDAL,BLACK,PU,2
2018-04-30,36717,SANDAL,BLACK,PU,1
2018-05-07,40113,SANDAL,BLACK,PU,1
2018-05-14,36499,SANDAL,BLACK,PU,2
2018-05-21,38569,SANDAL,BLACK,PU,3
2018-05-28,38347,SANDAL,BLACK,PU,2
2018-06-04,41388,SANDAL,BLACK,PU,1
2018-06-11,39657,SANDAL,BLACK,PU,1
2018-06-18,39165,SANDAL,BLACK,PU,2
2018-06-25,38697,SANDAL,BLACK,PU,2
2018-07-02,41214,SANDAL,BLACK,PU,1
2018-07-09,41056,SANDAL,BLACK,PU,3
2018-07-16,40150,SANDAL,BLACK,PU,2
2018-07-23,40552,SANDAL,BLACK,PU,2
2018-07-30,38018,SANDAL,BLACK,PU,3
2018-08-06,42038,SANDAL,BLACK,PU,3
2018-08-13,37869,SANDAL,BLACK,PU,3
2018-08-20,41509,SANDAL,BLACK,PU,1
2018-08-27,41175,SANDAL,BLACK,PU,1
2018-09-03,44863,SANDAL,BLACK,PU,1
2018-09-10,39525,SANDAL,BLACK,PU,1
2018-09-17,38416,SANDAL,BLACK,PU,2
2018-09-24,37293,SANDAL,BLACK,PU,2
2018-10-01,40474,SANDAL,BLACK,PU,2
2018-10-08,42139,SANDAL,BLACK,PU,2
2018-10-15,38749,SANDAL,BLACK,PU,1
2018-10-22,34712,SANDAL,BLACK,PU,1
2018-10-29,37762,SANDAL,BLACK,PU,2
2018-11-05,41085,SANDAL,BLACK,PU,3
2018-11-12,36817,SANDAL,BLACK,PU,3
2018-11-19,38446,SANDAL,BLACK,PU,2
2018-11-26,38371,SANDAL,BLACK,PU,1
2018-12-03,36170,SANDAL,BLACK,PU,3
2018-12-10,34749,SANDAL,BLACK,PU,3
2018-12-17,35237,SANDAL,BLACK,PU,3
2018-12-24,37099,SANDAL,BLACK,PU,1
2018-12-31,34081,SANDAL,BLACK,PU,2
2019-01-07,39764,SANDAL,BLACK,PU,2
2019-01-14,33668,SANDAL,BLACK,PU,1
2019-01-21,35961,SANDAL,BLACK,PU,2
2019-01-28,36321,SANDAL,BLACK,PU,1
2019-02-04,38065,SANDAL,BLACK,PU,2
2019-02-11,36883,SANDAL,BLACK,PU,1
2019-02-18,37604,SANDAL,BLACK,PU,1
2019-02-25,37838,SANDAL,BLACK,PU,1
2019-03-04,42277,SANDAL,BLACK,PU,3
2019-03-11,37577,SANDAL,BLACK,PU,3
2019-03-18,36930,SANDAL,BLACK,PU,3
2019-03-25,36745,SANDAL,BLACK,PU,2
2019-04-01,37630,SANDAL,BLACK,PU,1
2019-04-08,38076,SANDAL,BLACK,PU,2
2019-04-15,35263,SANDAL,BLACK,PU,2
2019-04-22,35464,SANDAL,BLACK,PU,1
2019-04-29,34311,SANDAL,BLACK,PU,2
2019-05-06,40581,SANDAL,BLACK,PU,1
2019-05-13,35378,SANDAL,BLACK,PU,3
2019-05-20,35816,SANDAL,BLACK,PU,2
2019-05-27,36203,SANDAL,BLACK,PU,3
2019-06-03,39884,SANDAL,BLACK,PU,1
2019-06-10,38080,SANDAL,BLACK,PU,1
2019-06-17,39020,SANDAL,BLACK,PU,1
2019-06-24,37316,SANDAL,BLACK,PU,2
2019-07-01,37414,SANDAL,BLACK,PU,1
2019-07-08,38193,SANDAL,BLACK,PU,1
2019-07-15,36966,SANDAL,BLACK,PU,1
2019-07-22,37990,SANDAL,BLACK,PU,1
2019-07-29,34910,SANDAL,BLACK,PU,3
2019-08-05,42542,SANDAL,BLACK,PU,1
2019-08-12,37593,SANDAL,BLACK,PU,1
2019-08-19,38533,SANDAL,BLACK,PU,1
2019-08-26,38727,SANDAL,BLACK,PU,1
2019-09-02,42713,SANDAL,BLACK,PU,3
2019-09-09,38045,SANDAL,BLACK,PU,2
2019-09-16,38382,SANDAL,BLACK,PU,2
2019-09-23,37645,SANDAL,BLACK,PU,1
2019-09-30,37928,SANDAL,BLACK,PU,3
2019-10-07,41151,SANDAL,BLACK,PU,2
2019-10-14,37531,SANDAL,BLACK,PU,2
2019-10-21,38272,SANDAL,BLACK,PU,1
2019-10-28,37117,SANDAL,BLACK,PU,3
2019-11-04,41907,SANDAL,BLACK,PU,1
2019-11-11,37255,SANDAL,BLACK,PU,1
2019-11-18,37077,SANDAL,BLACK,PU,2
2019-11-25,38625,SANDAL,BLACK,PU,3
2019-12-02,37507,SANDAL,BLACK,PU,3
2019-12-09,36404,SANDAL,BLACK,PU,2
2019-12-16,32782,SANDAL,BLACK,PU,3
2019-12-23,36950,SANDAL,BLACK,PU,2
2019-12-30,32871,SANDAL,BLACK,PU,1
2020-01-06,41411,SANDAL,BLACK,PU,1
2020-01-13,38000,SANDAL,BLACK,PU,3
2020-01-20,37433,SANDAL,BLACK,PU,3
2020-01-27,34312,SANDAL,BLACK,PU,3
2020-02-03,43478,SANDAL,BLACK,PU,3
2020-02-10,43041,SANDAL,BLACK,PU,2
2020-02-17,38622,SANDAL,BLACK,PU,1
2020-02-24,40079,SANDAL,BLACK,PU,3
2020-03-02,44565,SANDAL,BLACK,PU,3
2020-03-09,40001,SANDAL,BLACK,PU,2
2020-03-16,38322,SANDAL,BLACK,PU,3
2020-03-23,37801,SANDAL,BLACK,PU,3
2020-03-30,38696,SANDAL,BLACK,PU,3
2020-04-06,44270,SANDAL,BLACK,PU,1
2020-04-13,39099,SANDAL,BLACK,PU,3
2020-04-20,39499,SANDAL,BLACK,PU,3
2020-04-27,39077,SANDAL,BLACK,PU,1
2020-05-04,43561,SANDAL,BLACK,PU,1
2020-05-11,38895,SANDAL,BLACK,PU,1
2020-05-18,37857,SANDAL,BLACK,PU,3
2020-05-25,38541,SANDAL,BLACK,PU,2
2020-06-01,41462,SANDAL,BLACK,PU,2
2020-06-08,42304,SANDAL,BLACK,PU,1
2020-06-15,39024,SANDAL,BLACK,PU,2
2020-06-22,38945,SANDAL,BLACK,PU,3
2020-06-29,40099,SANDAL,BLACK,PU,3
2020-07-06,43326,SANDAL,BLACK,PU,3
2020-07-13,39276,SANDAL,BLACK,PU,1
2020-07-20,39396,SANDAL,BLACK,PU,2
2020-07-27,37423,SANDAL,BLACK,PU,3
2020-08-03,44708,SANDAL,BLACK,PU,1
2020-08-10,42241,SANDAL,BLACK,PU,3
2020-08-17,41658,SANDAL,BLACK,PU,3
2020-08-24,39231,SANDAL,BLACK,PU,1
2020-08-31,40940,SANDAL,BLACK,PU,3
2020-09-07,44373,SANDAL,BLACK,PU,3
2020-09-14,38759,SANDAL,BLACK,PU,1
2020-09-21,39746,SANDAL,BLACK,PU,3
2020-09-28,39793,SANDAL,BLACK,PU,3
2020-10-26,38512,SANDAL,BLACK,PU,3
2018-02-05,19466,SANDAL,DARK-BROWN,IMSU,1
2018-02-12,18129,SANDAL,DARK-BROWN,IMSU,2
2018-02-19,17491,SANDAL,DARK-BROWN,IMSU,2
2018-02-26,16118,SANDAL,DARK-BROWN,IMSU,2
2018-03-05,18268,SANDAL,DARK-BROWN,IMSU,3
2018-03-12,15331,SANDAL,DARK-BROWN,IMSU,2
2018-03-19,12738,SANDAL,DARK-BROWN,IMSU,3
2018-03-26,12832,SANDAL,DARK-BROWN,IMSU,1
2018-04-02,14333,SANDAL,DARK-BROWN,IMSU,3
2018-04-09,12874,SANDAL,DARK-BROWN,IMSU,2
2018-04-16,12309,SANDAL,DARK-BROWN,IMSU,3
2018-04-23,12749,SANDAL,DARK-BROWN,IMSU,3
2018-04-30,12172,SANDAL,DARK-BROWN,IMSU,3
2018-05-07,14460,SANDAL,DARK-BROWN,IMSU,3
2018-05-14,14678,SANDAL,DARK-BROWN,IMSU,1
2018-05-21,11480,SANDAL,DARK-BROWN,IMSU,1
2018-05-28,12218,SANDAL,DARK-BROWN,IMSU,3
2018-06-04,14491,SANDAL,DARK-BROWN,IMSU,1
2018-06-11,13516,SANDAL,DARK-BROWN,IMSU,2
2018-06-18,12693,SANDAL,DARK-BROWN,IMSU,3
2018-06-25,12979,SANDAL,DARK-BROWN,IMSU,3
2018-07-02,13494,SANDAL,DARK-BROWN,IMSU,3
2018-07-09,15032,SANDAL,DARK-BROWN,IMSU,3
2018-07-16,13550,SANDAL,DARK-BROWN,IMSU,2
2018-07-23,11945,SANDAL,DARK-BROWN,IMSU,1
2018-07-30,12421,SANDAL,DARK-BROWN,IMSU,2
2018-08-06,14404,SANDAL,DARK-BROWN,IMSU,2
2018-08-13,13579,SANDAL,DARK-BROWN,IMSU,1
2018-08-20,13260,SANDAL,DARK-BROWN,IMSU,2
2018-08-27,13387,SANDAL,DARK-BROWN,IMSU,2
2018-09-03,13995,SANDAL,DARK-BROWN,IMSU,3
2018-09-10,12884,SANDAL,DARK-BROWN,IMSU,1
2018-09-17,13783,SANDAL,DARK-BROWN,IMSU,2
2018-09-24,11847,SANDAL,DARK-BROWN,IMSU,3
2018-10-01,12943,SANDAL,DARK-BROWN,IMSU,1
2018-10-08,12108,SANDAL,DARK-BROWN,IMSU,1
2018-10-15,13215,SANDAL,DARK-BROWN,IMSU,2
2018-10-22,11895,SANDAL,DARK-BROWN,IMSU,2
2018-10-29,11955,SANDAL,DARK-BROWN,IMSU,2
2018-11-05,14092,SANDAL,DARK-BROWN,IMSU,2
2018-11-12,13837,SANDAL,DARK-BROWN,IMSU,1
2018-11-19,19788,SANDAL,DARK-BROWN,IMSU,2
2018-11-26,38256,SANDAL,DARK-BROWN,IMSU,2
2018-12-03,17685,SANDAL,DARK-BROWN,IMSU,3
2018-12-10,19587,SANDAL,DARK-BROWN,IMSU,1
2018-12-17,28642,SANDAL,DARK-BROWN,IMSU,1
2018-12-24,47983,SANDAL,DARK-BROWN,IMSU,3
2018-12-31,21835,SANDAL,DARK-BROWN,IMSU,3
2019-01-07,17744,SANDAL,DARK-BROWN,IMSU,1
2019-01-14,13608,SANDAL,DARK-BROWN,IMSU,3
2019-01-21,12889,SANDAL,DARK-BROWN,IMSU,1
2019-01-28,11687,SANDAL,DARK-BROWN,IMSU,2
2019-02-04,14051,SANDAL,DARK-BROWN,IMSU,1
2019-02-11,15647,SANDAL,DARK-BROWN,IMSU,1
2019-02-18,17304,SANDAL,DARK-BROWN,IMSU,1
2019-02-25,15411,SANDAL,DARK-BROWN,IMSU,3
2019-03-04,17281,SANDAL,DARK-BROWN,IMSU,2
2019-03-11,14490,SANDAL,DARK-BROWN,IMSU,2
2019-03-18,14287,SANDAL,DARK-BROWN,IMSU,2
2019-03-25,14006,SANDAL,DARK-BROWN,IMSU,1
2019-04-01,13136,SANDAL,DARK-BROWN,IMSU,1
2019-04-08,14454,SANDAL,DARK-BROWN,IMSU,3
2019-04-15,12151,SANDAL,DARK-BROWN,IMSU,2
2019-04-22,12478,SANDAL,DARK-BROWN,IMSU,1
2019-04-29,13429,SANDAL,DARK-BROWN,IMSU,1
2019-05-06,15820,SANDAL,DARK-BROWN,IMSU,3
2019-05-13,15385,SANDAL,DARK-BROWN,IMSU,1
2019-05-20,13166,SANDAL,DARK-BROWN,IMSU,3
2019-05-27,12746,SANDAL,DARK-BROWN,IMSU,2
2019-06-03,13056,SANDAL,DARK-BROWN,IMSU,3
2019-06-10,11795,SANDAL,DARK-BROWN,IMSU,3
2019-06-17,12884,SANDAL,DARK-BROWN,IMSU,3
2019-06-24,13580,SANDAL,DARK-BROWN,IMSU,1
2019-07-01,13459,SANDAL,DARK-BROWN,IMSU,2
2019-07-08,11578,SANDAL,DARK-BROWN,IMSU,2
2019-07-15,11404,SANDAL,DARK-BROWN,IMSU,3
2019-07-22,11681,SANDAL,DARK-BROWN,IMSU,2
2019-07-29,9918,SANDAL,DARK-BROWN,IMSU,1
2019-08-05,13330,SANDAL,DARK-BROWN,IMSU,2
2019-08-12,12652,SANDAL,DARK-BROWN,IMSU,3
2019-08-19,11724,SANDAL,DARK-BROWN,IMSU,3
2019-08-26,14364,SANDAL,DARK-BROWN,IMSU,2
2019-09-02,12708,SANDAL,DARK-BROWN,IMSU,3
2019-09-09,13550,SANDAL,DARK-BROWN,IMSU,1
2019-09-16,13166,SANDAL,DARK-BROWN,IMSU,1
2019-09-23,11558,SANDAL,DARK-BROWN,IMSU,2
2019-09-30,14027,SANDAL,DARK-BROWN,IMSU,3
2019-10-07,12766,SANDAL,DARK-BROWN,IMSU,2
2019-10-14,13440,SANDAL,DARK-BROWN,IMSU,1
2019-10-21,12476,SANDAL,DARK-BROWN,IMSU,1
2019-10-28,13031,SANDAL,DARK-BROWN,IMSU,2
2019-11-04,13634,SANDAL,DARK-BROWN,IMSU,3
2019-11-11,14903,SANDAL,DARK-BROWN,IMSU,2
2019-11-18,17803,SANDAL,DARK-BROWN,IMSU,3
2019-11-25,39773,SANDAL,DARK-BROWN,IMSU,1
2019-12-02,18110,SANDAL,DARK-BROWN,IMSU,2
2019-12-09,23852,SANDAL,DARK-BROWN,IMSU,2
2019-12-16,28845,SANDAL,DARK-BROWN,IMSU,2
2019-12-23,46096,SANDAL,DARK-BROWN,IMSU,3
2019-12-30,25846,SANDAL,DARK-BROWN,IMSU,3
2020-01-06,14585,SANDAL,DARK-BROWN,IMSU,2
2020-01-13,14311,SANDAL,DARK-BROWN,IMSU,1
2020-01-20,12695,SANDAL,DARK-BROWN,IMSU,3
2020-01-27,12684,SANDAL,DARK-BROWN,IMSU,1
2020-02-03,15583,SANDAL,DARK-BROWN,IMSU,2
2020-02-10,18292,SANDAL,DARK-BROWN,IMSU,2
2020-02-17,21324,SANDAL,DARK-BROWN,IMSU,3
2020-02-24,18574,SANDAL,DARK-BROWN,IMSU,2
2020-03-02,19412,SANDAL,DARK-BROWN,IMSU,3
2020-03-09,16528,SANDAL,DARK-BROWN,IMSU,3
2020-03-16,12757,SANDAL,DARK-BROWN,IMSU,1
2020-03-23,12771,SANDAL,DARK-BROWN,IMSU,1
2020-03-30,14690,SANDAL,DARK-BROWN,IMSU,2
2020-04-06,15652,SANDAL,DARK-BROWN,IMSU,1
2020-04-13,14933,SANDAL,DARK-BROWN,IMSU,3
2020-04-20,13575,SANDAL,DARK-BROWN,IMSU,2
2020-04-27,14904,SANDAL,DARK-BROWN,IMSU,3
2020-05-04,16193,SANDAL,DARK-BROWN,IMSU,3
2020-05-11,15537,SANDAL,DARK-BROWN,IMSU,2
2020-05-18,16326,SANDAL,DARK-BROWN,IMSU,2
2020-05-25,14186,SANDAL,DARK-BROWN,IMSU,1
2020-06-01,14903,SANDAL,DARK-BROWN,IMSU,1
2020-06-08,12858,SANDAL,DARK-BROWN,IMSU,2
2020-06-15,14117,SANDAL,DARK-BROWN,IMSU,3
2020-06-22,13158,SANDAL,DARK-BROWN,IMSU,3
2020-06-29,16958,SANDAL,DARK-BROWN,IMSU,2
2020-07-06,19019,SANDAL,DARK-BROWN,IMSU,1
2020-07-13,14332,SANDAL,DARK-BROWN,IMSU,3
2020-07-20,12083,SANDAL,DARK-BROWN,IMSU,3
2020-07-27,12706,SANDAL,DARK-BROWN,IMSU,3
2020-08-03,13423,SANDAL,DARK-BROWN,IMSU,2
2020-08-10,12434,SANDAL,DARK-BROWN,IMSU,2
2020-08-17,12419,SANDAL,DARK-BROWN,IMSU,2
2020-08-24,11041,SANDAL,DARK-BROWN,IMSU,3
2020-08-31,12912,SANDAL,DARK-BROWN,IMSU,1
2020-09-07,13711,SANDAL,DARK-BROWN,IMSU,3
2020-09-14,11596,SANDAL,DARK-BROWN,IMSU,1
2020-09-21,12193,SANDAL,DARK-BROWN,IMSU,1
2020-09-28,12037,SANDAL,DARK-BROWN,IMSU,3
2020-10-05,14381,SANDAL,DARK-BROWN,IMSU,3
2020-10-12,11450,SANDAL,DARK-BROWN,IMSU,3
2020-10-19,12035,SANDAL,DARK-BROWN,IMSU,3
2020-10-26,11150,SANDAL,DARK-BROWN,IMSU,3
2018-02-05,10217,SANDAL,SILVER,PAT,2
2018-02-12,11873,SANDAL,SILVER,PAT,1
2018-02-19,13855,SANDAL,SILVER,PAT,1
2018-02-26,12881,SANDAL,SILVER,PAT,3
2018-03-05,17129,SANDAL,SILVER,PAT,2
2018-03-12,23766,SANDAL,SILVER,PAT,1
2018-03-19,41742,SANDAL,SILVER,PAT,2
2018-03-26,26679,SANDAL,SILVER,PAT,3
2018-04-02,46060,SANDAL,SILVER,PAT,3
2018-04-09,52976,SANDAL,SILVER,PAT,3
2018-04-16,59543,SANDAL,SILVER,PAT,1
2018-04-23,51604,SANDAL,SILVER,PAT,3
2018-04-30,48858,SANDAL,SILVER,PAT,3
2018-05-07,52933,SANDAL,SILVER,PAT,1
2018-05-14,44148,SANDAL,SILVER,PAT,2
2018-05-21,38638,SANDAL,SILVER,PAT,3
2018-05-28,45861,SANDAL,SILVER,PAT,2
2018-06-04,47485,SANDAL,SILVER,PAT,3
2018-06-11,31807,SANDAL,SILVER,PAT,3
2018-06-18,34603,SANDAL,SILVER,PAT,2
2018-06-25,34121,SANDAL,SILVER,PAT,1
2018-07-02,32420,SANDAL,SILVER,PAT,2
2018-07-09,35796,SANDAL,SILVER,PAT,1
2018-07-16,29763,SANDAL,SILVER,PAT,3
2018-07-23,24642,SANDAL,SILVER,PAT,3
2018-07-30,22017,SANDAL,SILVER,PAT,3
2018-08-06,24218,SANDAL,SILVER,PAT,1
2018-08-13,23288,SANDAL,SILVER,PAT,2
2018-08-20,22837,SANDAL,SILVER,PAT,2
2018-08-27,19682,SANDAL,SILVER,PAT,2
2018-09-03,22888,SANDAL,SILVER,PAT,3
2018-09-10,22643,SANDAL,SILVER,PAT,3
2018-09-17,17672,SANDAL,SILVER,PAT,1
2018-09-24,14857,SANDAL,SILVER,PAT,2
2018-10-01,16248,SANDAL,SILVER,PAT,1
2018-10-08,11501,SANDAL,SILVER,PAT,3
2018-10-15,11526,SANDAL,SILVER,PAT,1
2018-10-22,8194,SANDAL,SILVER,PAT,1
2018-10-29,7683,SANDAL,SILVER,PAT,3
2018-11-05,6063,SANDAL,SILVER,PAT,1
2018-11-12,7370,SANDAL,SILVER,PAT,2
2018-11-19,5276,SANDAL,SILVER,PAT,1
2018-11-26,9225,SANDAL,SILVER,PAT,3
2018-12-03,4716,SANDAL,SILVER,PAT,2
2018-12-10,4919,SANDAL,SILVER,PAT,2
2018-12-17,5513,SANDAL,SILVER,PAT,2
2018-12-24,8612,SANDAL,SILVER,PAT,2
2018-12-31,4987,SANDAL,SILVER,PAT,1
2019-01-07,5324,SANDAL,SILVER,PAT,2
2019-01-14,5725,SANDAL,SILVER,PAT,3
2019-01-21,4594,SANDAL,SILVER,PAT,3
2019-01-28,6365,SANDAL,SILVER,PAT,3
2019-02-04,7875,SANDAL,SILVER,PAT,3
2019-02-11,9715,SANDAL,SILVER,PAT,1
2019-02-18,14819,SANDAL,SILVER,PAT,1
2019-02-25,23253,SANDAL,SILVER,PAT,3
2019-03-04,28635,SANDAL,SILVER,PAT,2
2019-03-11,27388,SANDAL,SILVER,PAT,1
2019-03-18,42549,SANDAL,SILVER,PAT,2
2019-03-25,48217,SANDAL,SILVER,PAT,2
2019-04-01,42679,SANDAL,SILVER,PAT,2
2019-04-08,49433,SANDAL,SILVER,PAT,1
2019-04-15,48643,SANDAL,SILVER,PAT,3
2019-04-22,48934,SANDAL,SILVER,PAT,1
2019-04-29,40280,SANDAL,SILVER,PAT,1
2019-05-06,37972,SANDAL,SILVER,PAT,2
2019-05-13,40944,SANDAL,SILVER,PAT,3
2019-05-20,35861,SANDAL,SILVER,PAT,2
2019-05-27,38914,SANDAL,SILVER,PAT,3
2019-06-03,44919,SANDAL,SILVER,PAT,2
2019-06-10,38098,SANDAL,SILVER,PAT,1
2019-06-17,38282,SANDAL,SILVER,PAT,3
2019-06-24,31362,SANDAL,SILVER,PAT,2
2019-07-01,33435,SANDAL,SILVER,PAT,3
2019-07-08,32379,SANDAL,SILVER,PAT,1
2019-07-15,25134,SANDAL,SILVER,PAT,3
2019-07-22,20795,SANDAL,SILVER,PAT,3
2019-07-29,19681,SANDAL,SILVER,PAT,2
2019-08-05,21143,SANDAL,SILVER,PAT,3
2019-08-12,17998,SANDAL,SILVER,PAT,3
2019-08-19,15998,SANDAL,SILVER,PAT,3
2019-08-26,11671,SANDAL,SILVER,PAT,3
2019-09-02,15288,SANDAL,SILVER,PAT,3
2019-09-09,17838,SANDAL,SILVER,PAT,1
2019-09-16,13499,SANDAL,SILVER,PAT,3
2019-09-23,10893,SANDAL,SILVER,PAT,3
2019-09-30,11831,SANDAL,SILVER,PAT,1
2019-10-07,14309,SANDAL,SILVER,PAT,1
2019-10-14,10030,SANDAL,SILVER,PAT,1
2019-10-21,10366,SANDAL,SILVER,PAT,3
2019-10-28,7616,SANDAL,SILVER,PAT,2
2019-11-04,6560,SANDAL,SILVER,PAT,2
2019-11-11,5913,SANDAL,SILVER,PAT,2
2019-11-18,4643,SANDAL,SILVER,PAT,3
2019-11-25,8400,SANDAL,SILVER,PAT,3
2019-12-02,5715,SANDAL,SILVER,PAT,3
2019-12-09,5024,SANDAL,SILVER,PAT,3
2019-12-16,4613,SANDAL,SILVER,PAT,1
2019-12-23,6233,SANDAL,SILVER,PAT,3
2019-12-30,5052,SANDAL,SILVER,PAT,3
2020-01-06,6258,SANDAL,SILVER,PAT,1
2020-01-13,5894,SANDAL,SILVER,PAT,2
2020-01-20,6400,SANDAL,SILVER,PAT,2
2020-01-27,6108,SANDAL,SILVER,PAT,3
2020-02-03,9873,SANDAL,SILVER,PAT,3
2020-02-10,13389,SANDAL,SILVER,PAT,3
2020-02-17,12648,SANDAL,SILVER,PAT,1
2020-02-24,19874,SANDAL,SILVER,PAT,3
2020-03-02,30451,SANDAL,SILVER,PAT,2
2020-03-09,32633,SANDAL,SILVER,PAT,2
2020-03-16,44960,SANDAL,SILVER,PAT,3
2020-03-23,45184,SANDAL,SILVER,PAT,3
2020-03-30,55275,SANDAL,SILVER,PAT,1
2020-04-06,59512,SANDAL,SILVER,PAT,3
2020-04-13,55347,SANDAL,SILVER,PAT,1
2020-04-20,42816,SANDAL,SILVER,PAT,1
2020-04-27,41926,SANDAL,SILVER,PAT,2
2020-05-04,43970,SANDAL,SILVER,PAT,1
2020-05-11,38885,SANDAL,SILVER,PAT,2
2020-05-18,37505,SANDAL,SILVER,PAT,3
2020-05-25,42922,SANDAL,SILVER,PAT,2
2020-06-01,45508,SANDAL,SILVER,PAT,2
2020-06-08,34785,SANDAL,SILVER,PAT,3
2020-06-15,32898,SANDAL,SILVER,PAT,3
2020-06-22,36362,SANDAL,SILVER,PAT,2
2020-06-29,37677,SANDAL,SILVER,PAT,3
2020-07-06,42679,SANDAL,SILVER,PAT,3
2020-07-13,22880,SANDAL,SILVER,PAT,1
2020-07-20,24017,SANDAL,SILVER,PAT,3
2020-07-27,23838,SANDAL,SILVER,PAT,2
2020-08-03,25418,SANDAL,SILVER,PAT,3
2020-08-10,21677,SANDAL,SILVER,PAT,3
2020-08-17,20035,SANDAL,SILVER,PAT,2
2020-08-24,18393,SANDAL,SILVER,PAT,3
2020-08-31,16797,SANDAL,SILVER,PAT,3
2020-09-07,20473,SANDAL,SILVER,PAT,1
2020-09-14,14646,SANDAL,SILVER,PAT,2
2020-09-21,13415,SANDAL,SILVER,PAT,2
2020-09-28,14734,SANDAL,SILVER,PAT,1
2020-10-05,11320,SANDAL,SILVER,PAT,3
2020-10-12,10525,SANDAL,SILVER,PAT,2
2020-10-19,9518,SANDAL,SILVER,PAT,3
2020-10-26,9934,SANDAL,SILVER,PAT,3
2018-02-05,13223,SANDAL,GOLD,PAT,2
2018-02-12,13403,SANDAL,GOLD,PAT,2
2018-02-19,13485,SANDAL,GOLD,PAT,3
2018-02-26,10667,SANDAL,GOLD,PAT,1
2018-03-05,12657,SANDAL,GOLD,PAT,2
2018-03-12,12793,SANDAL,GOLD,PAT,2
2018-03-19,11097,SANDAL,GOLD,PAT,1
2018-03-26,8900,SANDAL,GOLD,PAT,1
2018-04-02,9572,SANDAL,GOLD,PAT,2
2018-04-09,8159,SANDAL,GOLD,PAT,3
2018-04-16,7790,SANDAL,GOLD,PAT,3
2018-04-23,8036,SANDAL,GOLD,PAT,2
2018-04-30,8769,SANDAL,GOLD,PAT,2
2018-05-07,9970,SANDAL,GOLD,PAT,2
2018-05-14,10266,SANDAL,GOLD,PAT,1
2018-05-21,9254,SANDAL,GOLD,PAT,1
2018-05-28,8644,SANDAL,GOLD,PAT,3
2018-06-04,9212,SANDAL,GOLD,PAT,1
2018-06-11,8846,SANDAL,GOLD,PAT,2
2018-06-18,8932,SANDAL,GOLD,PAT,2
2018-06-25,9407,SANDAL,GOLD,PAT,1
2018-07-02,9242,SANDAL,GOLD,PAT,2
2018-07-09,8324,SANDAL,GOLD,PAT,3
2018-07-16,7492,SANDAL,GOLD,PAT,1
2018-07-23,8914,SANDAL,GOLD,PAT,2
2018-07-30,9384,SANDAL,GOLD,PAT,2
2018-08-06,9851,SANDAL,GOLD,PAT,3
2018-08-13,9661,SANDAL,GOLD,PAT,2
2018-08-20,10751,SANDAL,GOLD,PAT,2
2018-08-27,10036,SANDAL,GOLD,PAT,3
2018-09-03,10118,SANDAL,GOLD,PAT,1
2018-09-10,9408,SANDAL,GOLD,PAT,3
2018-09-17,8794,SANDAL,GOLD,PAT,2
2018-09-24,9687,SANDAL,GOLD,PAT,2
2018-10-01,8648,SANDAL,GOLD,PAT,2
2018-10-08,10195,SANDAL,GOLD,PAT,1
2018-10-15,8821,SANDAL,GOLD,PAT,1
2018-10-22,7898,SANDAL,GOLD,PAT,1
2018-10-29,8198,SANDAL,GOLD,PAT,2
